Location Id,Airbnb_Listings,Long_Term_Rental_Properties,Total_Properties,Airbnb_Percentage
338500.0,0,72,72,0.0
340500.0,0,27,27,0.0
341800.0,0,42,42,0.0
341500.0,0,39,39,0.0
341400.0,0,27,27,0.0
341300.0,0,51,51,0.0
341100.0,0,15,15,0.0
341000.0,0,21,21,0.0
340800.0,0,63,63,0.0
340700.0,0,57,57,0.0
340600.0,0,54,54,0.0
340400.0,0,36,36,0.0
338900.0,0,45,45,0.0
340300.0,0,27,27,0.0
340200.0,0,27,27,0.0
340100.0,0,18,18,0.0
340000.0,0,27,27,0.0
339800.0,0,6,6,0.0
339600.0,0,12,12,0.0
339300.0,0,45,45,0.0
339200.0,0,6,6,0.0
339100.0,0,6,6,0.0
349100.0,0,18,18,0.0
349300.0,0,9,9,0.0
252000.0,0,366,366,0.0
355200.0,0,93,93,0.0
360200.0,0,24,24,0.0
360100.0,0,6,6,0.0
360000.0,0,42,42,0.0
359900.0,0,51,51,0.0
359800.0,0,42,42,0.0
359500.0,0,12,12,0.0
358800.0,0,24,24,0.0
358600.0,0,54,54,0.0
358400.0,0,6,6,0.0
358200.0,0,15,15,0.0
357900.0,0,6,6,0.0
357500.0,0,48,48,0.0
356600.0,0,27,27,0.0
356500.0,0,63,63,0.0
356400.0,0,30,30,0.0
356200.0,0,12,12,0.0
355800.0,0,6,6,0.0
355700.0,0,54,54,0.0
355600.0,0,57,57,0.0
355500.0,0,90,90,0.0
355400.0,0,21,21,0.0
360300.0,0,6,6,0.0
360400.0,0,9,9,0.0
360600.0,0,81,81,0.0
362000.0,0,120,120,0.0
363000.0,0,21,21,0.0
362900.0,0,24,24,0.0
362800.0,0,18,18,0.0
362700.0,0,24,24,0.0
362600.0,0,42,42,0.0
362500.0,0,39,39,0.0
362400.0,0,48,48,0.0
362200.0,0,45,45,0.0
362100.0,0,57,57,0.0
361900.0,0,48,48,0.0
360700.0,0,33,33,0.0
361700.0,0,75,75,0.0
361600.0,0,99,99,0.0
361500.0,0,87,87,0.0
361400.0,0,48,48,0.0
361300.0,0,66,66,0.0
361200.0,0,24,24,0.0
361100.0,0,48,48,0.0
361000.0,0,60,60,0.0
360900.0,0,12,12,0.0
355300.0,0,48,48,0.0
355100.0,0,12,12,0.0
349700.0,0,39,39,0.0
355000.0,0,6,6,0.0
352200.0,0,585,585,0.0
352100.0,0,54,54,0.0
352000.0,0,255,255,0.0
351900.0,0,24,24,0.0
351700.0,0,66,66,0.0
351600.0,0,99,99,0.0
351500.0,0,72,72,0.0
351400.0,0,27,27,0.0
351300.0,0,48,48,0.0
351200.0,0,24,24,0.0
351100.0,0,12,12,0.0
351000.0,0,90,90,0.0
350900.0,0,18,18,0.0
350700.0,0,15,15,0.0
350600.0,0,45,45,0.0
350500.0,0,9,9,0.0
350400.0,0,21,21,0.0
350300.0,0,6,6,0.0
350000.0,0,48,48,0.0
349900.0,0,66,66,0.0
349800.0,0,27,27,0.0
352300.0,0,30,30,0.0
352400.0,0,351,351,0.0
352600.0,0,30,30,0.0
353800.0,0,186,186,0.0
354900.0,0,39,39,0.0
354800.0,0,57,57,0.0
354700.0,0,66,66,0.0
354600.0,0,33,33,0.0
354500.0,0,27,27,0.0
354400.0,0,33,33,0.0
354200.0,0,87,87,0.0
354100.0,0,33,33,0.0
354000.0,0,6,6,0.0
353700.0,0,6,6,0.0
352700.0,0,15,15,0.0
353600.0,0,24,24,0.0
353500.0,0,63,63,0.0
353400.0,0,327,327,0.0
353300.0,0,99,99,0.0
353200.0,0,288,288,0.0
353100.0,0,192,192,0.0
353000.0,0,36,36,0.0
352900.0,0,192,192,0.0
352800.0,0,294,294,0.0
335300.0,0,219,219,0.0
335200.0,0,51,51,0.0
335100.0,0,36,36,0.0
257300.0,0,6,6,0.0
302600.0,0,33,33,0.0
302500.0,0,9,9,0.0
302400.0,0,78,78,0.0
302300.0,0,15,15,0.0
302200.0,0,6,6,0.0
302100.0,0,12,12,0.0
301700.0,0,45,45,0.0
301600.0,0,24,24,0.0
301500.0,0,6,6,0.0
301300.0,0,36,36,0.0
100200.0,0,15,15,0.0
301100.0,0,33,33,0.0
301000.0,0,27,27,0.0
300900.0,0,6,6,0.0
300800.0,0,6,6,0.0
300700.0,0,6,6,0.0
300600.0,0,12,12,0.0
300500.0,0,30,30,0.0
257900.0,0,30,30,0.0
257800.0,0,6,6,0.0
257700.0,0,51,51,0.0
302800.0,0,45,45,0.0
302900.0,0,36,36,0.0
303000.0,0,18,18,0.0
304600.0,0,63,63,0.0
305500.0,0,33,33,0.0
305400.0,0,45,45,0.0
305300.0,0,69,69,0.0
305200.0,0,21,21,0.0
305100.0,0,33,33,0.0
305000.0,0,33,33,0.0
304900.0,0,36,36,0.0
304800.0,0,96,96,0.0
304700.0,0,45,45,0.0
304500.0,0,75,75,0.0
303100.0,0,27,27,0.0
304400.0,0,66,66,0.0
304300.0,0,36,36,0.0
304200.0,0,51,51,0.0
304100.0,0,99,99,0.0
303800.0,0,27,27,0.0
303600.0,0,18,18,0.0
303400.0,0,15,15,0.0
303300.0,0,57,57,0.0
303200.0,0,6,6,0.0
257500.0,0,54,54,0.0
257200.0,0,6,6,0.0
335000.0,0,21,21,0.0
257100.0,0,54,54,0.0
254100.0,0,24,24,0.0
254000.0,0,75,75,0.0
253900.0,0,48,48,0.0
253800.0,0,87,87,0.0
253700.0,0,114,114,0.0
253600.0,0,135,135,0.0
253500.0,0,39,39,0.0
253400.0,0,51,51,0.0
253300.0,0,129,129,0.0
253200.0,0,39,39,0.0
253100.0,0,198,198,0.0
253000.0,0,216,216,0.0
252900.0,0,111,111,0.0
252800.0,0,105,105,0.0
252700.0,0,39,39,0.0
252600.0,0,84,84,0.0
252500.0,0,306,306,0.0
252400.0,0,408,408,0.0
252300.0,0,63,63,0.0
252200.0,0,93,93,0.0
252100.0,0,369,369,0.0
254200.0,0,42,42,0.0
254300.0,0,78,78,0.0
254400.0,0,51,51,0.0
255800.0,0,51,51,0.0
256900.0,0,63,63,0.0
256700.0,0,45,45,0.0
256500.0,0,6,6,0.0
256400.0,0,81,81,0.0
256300.0,0,90,90,0.0
256200.0,0,114,114,0.0
256100.0,0,60,60,0.0
256000.0,0,30,30,0.0
255900.0,0,21,21,0.0
255700.0,0,69,69,0.0
254500.0,0,18,18,0.0
255600.0,0,30,30,0.0
255500.0,0,6,6,0.0
255400.0,0,9,9,0.0
255200.0,0,27,27,0.0
255100.0,0,39,39,0.0
254900.0,0,63,63,0.0
254800.0,0,45,45,0.0
254700.0,0,39,39,0.0
254600.0,0,48,48,0.0
305600.0,0,168,168,0.0
305800.0,0,24,24,0.0
305900.0,0,48,48,0.0
306000.0,0,48,48,0.0
318500.0,0,9,9,0.0
318400.0,0,63,63,0.0
318200.0,0,21,21,0.0
317700.0,0,42,42,0.0
317500.0,0,12,12,0.0
317300.0,0,30,30,0.0
316100.0,0,18,18,0.0
316000.0,0,15,15,0.0
315900.0,0,27,27,0.0
315800.0,0,33,33,0.0
315700.0,0,15,15,0.0
315600.0,0,24,24,0.0
315500.0,0,6,6,0.0
315400.0,0,54,54,0.0
315300.0,0,21,21,0.0
314900.0,0,27,27,0.0
314800.0,0,12,12,0.0
314700.0,0,105,105,0.0
314600.0,0,57,57,0.0
314500.0,0,33,33,0.0
314300.0,0,6,6,0.0
318900.0,0,27,27,0.0
320500.0,0,75,75,0.0
321100.0,0,72,72,0.0
328000.0,0,33,33,0.0
334900.0,0,54,54,0.0
334700.0,0,6,6,0.0
334500.0,0,6,6,0.0
334000.0,0,48,48,0.0
333900.0,0,12,12,0.0
333700.0,0,6,6,0.0
332500.0,0,78,78,0.0
331800.0,0,9,9,0.0
329000.0,0,93,93,0.0
327900.0,0,441,441,0.0
321300.0,0,48,48,0.0
327300.0,0,69,69,0.0
326700.0,0,24,24,0.0
326300.0,0,57,57,0.0
325600.0,0,42,42,0.0
325300.0,0,381,381,0.0
324500.0,0,102,102,0.0
324000.0,0,39,39,0.0
321900.0,0,84,84,0.0
321700.0,0,102,102,0.0
314200.0,0,54,54,0.0
314100.0,0,9,9,0.0
314000.0,0,9,9,0.0
307500.0,0,48,48,0.0
308400.0,0,54,54,0.0
308300.0,0,39,39,0.0
308200.0,0,60,60,0.0
308100.0,0,57,57,0.0
308000.0,0,39,39,0.0
307900.0,0,45,45,0.0
307800.0,0,54,54,0.0
307700.0,0,15,15,0.0
307600.0,0,42,42,0.0
307400.0,0,6,6,0.0
308800.0,0,12,12,0.0
307300.0,0,39,39,0.0
307200.0,0,6,6,0.0
307100.0,0,39,39,0.0
307000.0,0,12,12,0.0
306800.0,0,78,78,0.0
306700.0,0,9,9,0.0
306500.0,0,6,6,0.0
306300.0,0,18,18,0.0
306200.0,0,36,36,0.0
308600.0,0,42,42,0.0
308900.0,0,42,42,0.0
313900.0,0,6,6,0.0
312200.0,0,9,9,0.0
313700.0,0,9,9,0.0
313600.0,0,6,6,0.0
313200.0,0,27,27,0.0
313000.0,0,6,6,0.0
312900.0,0,54,54,0.0
312800.0,0,15,15,0.0
312700.0,0,9,9,0.0
312500.0,0,6,6,0.0
312300.0,0,27,27,0.0
311500.0,0,63,63,0.0
